,title,location,ppp_number,price
960,RUMAH  PURIMAS  DIJUAL,I Gusti Ngurah Ray,PPP Number : OXMTS-00000977,"IDR 1,450,000,000"
961,"SIMPANG DARMO PERMAI UTARA, SURABAYA BAR...",Simpang Darmo Permai Utara,PPP Number : OXMDP-00000360,"IDR 1,500,000,000"
962,DIJUAL RUMAH PURI MAS CLUSTER UBUD,purimas jln ubud,PPP Number : OXMHR-00000667,"IDR 1,200,000,000"
963,DIJUAL RUMAH WISATA SEMANGGI SURABAYA TI...,grand Semanggi,PPP Number : OXMHR-00000664,"IDR 950,000,000"
964,RUMAH BARU ROYAL RESIDENCE,Royal Residence Cluster Serenade,PPP Number : OXMVR-00001415,"IDR 1,149,000,000"
965,RUMAH NORTH WEST LAKE CITRALAND 900 JT A...,North west lake,PPP Number : OXMDI-00001733,"IDR 974,000,000"
966,DIJUAL NORTHWEST LAKE (NWL) BLOK NE,northwest lake,PPP Number : OXMDR-00000986,"IDR 1,400,000,000"
967,DIJUAL RUMAH JL. LEBAK JAYA,Lebak jaya,PPP Number : OXMGM-00000958,"IDR 775,000,000"
968,RUMAH 1 LANTAI DI WONOREJO SELATAN SURAB...,Wonorejo Selatan,PPP Number : OXMTG-00001793,"IDR 790,000,000"
969,RUMAH 1 LANTAI DI KARANG ASEM INDAH SURA...,Karang Asem Indah,PPP Number : OXMTG-00001792,"IDR 850,000,000"
970,DIJUAL RUMAH THE MENGANTI SURABAYA,"PH5V+GQW, Tlogo Bedah, Hulaan, Kec. Menganti, Kabupaten Gresik, Jawa Timur 61174",PPP Number : OXMDP-00000351,"IDR 650,000,000"
971,DIJUAL RUMAH 100MÂ² DI SURABAYA TIMUR 72...,Tambak Medokan ayu gang 11,PPP Number : OXMTS-00000969,"IDR 725,000,000"
972,DIJUAL RUMAH 2 LANTAI MEDOKAN AYU,Tambak Medokan Ayu,PPP Number : OXMTS-00000968,"IDR 685,000,000"
973,DIJUAL MEDOKAN AYU 550JT,Tambak Medokan Ayu,PPP Number : OXMTS-00000967,"IDR 550,000,000"
974,DIJUAL 2 UNIT RUMAH 1 LANTAI DI GUNUNGAN...,Gununganyar Tambak,PPP Number : OXMMJ-00002838,"IDR 750,000,000"
975,DIJUAL RUMAH GRAHA SAMPURNA INDAH WIYUNG,graha sampurna indah,PPP Number : OXMDR-00000979,"IDR 1,500,000,000"
976,DIJUAL RUMAH DI KEDUNGANYAR,Kedunganyar,PPP Number : OXMGM-00000935,"IDR 1,500,000,000"
977,RUMAH 1 LANTAI DI CITRALAND BUKIT PALMA,Citraland Bukit Palma,PPP Number : OXMTG-00001777,"IDR 950,000,000"
978,RUMAH LEBAK PERMAI MINIMALIS MURAH (CA 2...,LEBAK PERMAI,PPP Number : OXMTP-00007639,"IDR 1,200,000,000"
979,RUMAH LEBAK PERMAI KENJERAN (CA 2.914),LEBAK PERMAI,PPP Number : OXMTP-00007633,"IDR 1,200,000,000"
980,"RUMAH LEBAK PERMAI KENJERAN 1,5 LANTAI (...",LEBAK PERMAI,PPP Number : OXMTP-00007628,"IDR 1,200,000,000"
981,RUMAH BLAURAN  2 LANTAI HITUNG TANAH BUB...,blauran,PPP Number : OXMMJ-00002823,"IDR 700,000,000"
982,JUAL CEPAT RUMAH BUKIT PALMA SURABAYA BA...,Bukit Palma,PPP Number : OXMSC-00001005,"IDR 700,000,000"
983,RUMAH 2 LANTAI DI RUNGKUT MAPAN SURABAYA,Rungkut Mapan,PPP Number : OXMTG-00001731,"IDR 1,500,000,000"
984,JUAL RUMAH BUKIT PALMA,Bukit Palma,PPP Number : OXMNC-00001972,"IDR 825,000,000"
985,DI JUAL RUMAH BARU GRESS PLOSO TIMUR,Ploso Timur,PPP Number : OXMTP-00007618,"IDR 1,450,000,000"
986,RUMAH MODERN 2 LANTAI DEKAT MERR,Rungkut Harapan Surabaya,PPP Number : OXMGH-00000636,"IDR 1,500,000,000"
987,RUMAH MEWAH & MODERN DEKAT MERR,Rungkut Harapan Surabaya,PPP Number : OXMGH-00000635,"IDR 1,500,000,000"
988,RUMAH MURAH TENGAH KOTA SURABAYA,semolo waru elok,PPP Number : OXMHV-00000515,"IDR 1,000,000,000"
989,PELUANG INVEST ! PASSIVE INCOME SEBULAN ...,siwalankerto timur,PPP Number : OXMTE-00001141,"IDR 1,500,000,000"
990,DIJUAL RUMAH PURI GIANYAR DEKAT UPN RUNG...,Puri Gianyar,PPP Number : OXMEC-00002677,"IDR 1,100,000,000"
991,JARANG ADA RUMAH BARU GRESS NGAGEL WASAN...,Ngagel Wasana Tengah Kota Surabaya,PPP Number : OXMEC-00002664,"IDR 1,500,000,000"
992,DIJUAL RUMAH BARU GUNUNG ANYAR TAMBAK 2 ...,Gunung Anyar Tambak,PPP Number : OXMEC-00002642,"IDR 670,000,000"
993,JUAL RUMAH DI BRONGGALAN SAWAH,Bronggalan Sawah,PPP Number : OXMTP-00007597,"IDR 690,000,000"
994,DIJUAL RUMAH JL BRONGGALAN CIAMIK HIGH Q...,Jl Bronggalan,PPP Number : OXMCI-00002846,"IDR 1,290,000,000"
995,JUAL RUMAH PONDOK MARITIM,Pondok Maritim,PPP Number : OXMNC-00001956,"IDR 1,250,000,000"
996,JUAL RUMAH MEDOKAN SAWAH TIMUR,Medokan Sawah Timur,PPP Number : OXMNC-00001955,"IDR 500,000,000"
997,JUAL RUMAH DI SUKOLILO DIAN REGENCY MAKM...,Sukolilo Dian Regency Makmur,PPP Number : OXMNC-00001952,"IDR 1,400,000,000"
998,2 RUMAH JEJER DI SUTOREJO TIMUR. NEW MIN...,SUTOREJO TIMUR,PPP Number : OXMTP-00007579,"IDR 1,300,000,000"
999,DIJUAL RUMAH KARANG ASEM NEW MINIMALIS T...,KARANG ASEM,PPP Number : OXMTP-00007575,"IDR 1,300,000,000"
1000,DIJUAL RUMAH BABATAN PILANG HUNIAN NYAMA...,Babatan Pilang,PPP Number : OXMCI-00002834,"IDR 1,500,000,000"
1001,RUMAH BARU GRESS SIAP HUNI GRAND ALANA B...,Grand Alana B2,PPP Number : OXMTE-00001130,"IDR 720,000,000"
1002,BU JUAL CEPAT. MULYOSARI SURABAYA (TIMUR...,Mulyosari,PPP Number : OXMTP-00007571,"IDR 1,500,000,000"
1003,RUMAH MURAH 2 LANTAI PURIMAS SURABAYA,Jalan Ubud III,PPP Number : OXMBL-00001007,"IDR 1,500,000,000"
1004,JUAL/SEWA RUMAH JL.BALONGSARI,Jl. Balongsari,PPP Number : OXMNC-00001949,"IDR 1,200,000,000"
1005,JUAL RUMAH SAMBIKEREP INDAH TIMUR I,Sambikerep Indah Timur I,PPP Number : OXMNC-00001946,"IDR 1,400,000,000"
1006,JUAL RUMAH PONDOK MARITIM INDAH,Pondok Maritim Indah,PPP Number : OXMNC-00001939,"IDR 850,000,000"
1007,1M AN RUNGKUT BARU GRESS. RUMAH BARU GRE...,Rungkut,PPP Number : OXMTP-00007561,"IDR 1,200,000,000"
1008,RUMAH WIGUNA TIMUR,Wiguna Timur,PPP Number : OXMVR-00001345,"IDR 1,250,000,000"
1009,DIJUAL RUMAH SAMBIKEREP INDAH TIMUR LING...,Sambikerep Indah Timur,PPP Number : OXMCI-00002824,"IDR 1,400,000,000"
1010,RUMAH MEDOKAN SAWAH TIMUR,Medokan Sawah Timur Gg 9E,PPP Number : OXMVR-00001343,"IDR 580,000,000"
1011,RUMAH BUKIT PALMA,Bukit Palma,PPP Number : OXMVR-00001341,"IDR 1,000,000,000"
1012,"RUMAH BARU, LOKASI STRATEGIS, RUNGKUT AS...",Rungkut Asri Tengah,PPP Number : OXMBL-00000999,"IDR 1,450,000,000"
1013,DIJUAL RUMAH WIGUNA TIMUR,Wiguna Timur,PPP Number : OXMDI-00001715,"IDR 900,000,000"
1014,DI JUAL RUMAH MULYOSARI TENGAH,Mulyosari Tengah,PPP Number : OXMTP-00007533,"IDR 1,200,000,000"
1015,DI JUAL RUMAH MULYOSARI 1,Mulyosari 1,PPP Number : OXMTP-00007477,"IDR 1,500,000,000"
1016,DIJUAL RUMAH SIAP HUNI GUNUNGANYAR SURAB...,Gunuanyar tambak Kec Gununganyar Surabaya,PPP Number : OXMDO-00000519,"IDR 550,000,000"
1017,DIJUAL RUMAH SIAP HUNI SAMBIKEREP SURABA...,Sambikerep Kec Sambikerep Surabaya,PPP Number : OXMDO-00000507,"IDR 1,350,000,000"
1018,PROPERTY RUMAH BRATANG 2LANTAI MURAH (CA...,BRATANG,PPP Number : OXMTP-00007463,"IDR 1,200,000,000"
1019,RUMAH 2LANTAI MURAH DI TENGAH KOTA SURAB...,BRATANG,PPP Number : OXMTP-00007462,"IDR 1,200,000,000"
1020,RUMAH BRATANG NGAGEL 2LANTAI MURAH (CA 2...,BRATANG,PPP Number : OXMTP-00007457,"IDR 1,200,000,000"
1021,DIJUAL RUMAH KARANG ASEM NEW GRESS MINIM...,karang asem,PPP Number : OXMTP-00007453,"IDR 1,300,000,000"
1022,PROPERTY RUMAH PANTAI MENTARI KENJERAN 2...,PANTAI MENTARI,PPP Number : OXMTP-00007439,"IDR 1,150,000,000"
1023,RUMAH PANTAI MENTARI KENJERAN MINIMALIS ...,PANTAI MENTARI,PPP Number : OXMTP-00007438,"IDR 1,150,000,000"
1024,RUMAH MINIMALIS PANTAI MENTARI KENJERAN ...,PANTAI MENTARI,PPP Number : OXMTP-00007435,"IDR 1,150,000,000"
1025,DIJUAL RUMAH PERUM CITRA SENTOSA LAKARSA...,PERUM CITRA SENTOSA LAKARSANTRI SURABAYA,PPP Number : OXMTG-00001718,"IDR 550,000,000"
1026,RUMAH LEBAKNJAYA KENJERAN,surabaya,PPP Number : OXMDO-00000505,"IDR 1,500,000,000"
1027,DIJUAL RUMAH MEDOKAN SAWAH TIMUR CIAMIK ...,Medokan Sawah Timur,PPP Number : OXMCI-00002800,"IDR 895,000,000"
1028,PROPERTY RUMAH KARANG ASEM NEW MINIMALIS...,KARANG ASEM,PPP Number : OXMTP-00007415,"IDR 1,300,000,000"
1029,RUMAH 2UNIT JEJER NEW GRESS MINIMALIS DI...,KARANG ASEM,PPP Number : OXMTP-00007412,"IDR 1,300,000,000"
1030,RUMAH KARANG ASEM NEW GRESS MINIMALIS RE...,KARANG ASEM,PPP Number : OXMTP-00007406,"IDR 1,300,000,000"
1031,RUMAH MURAH..!! DI GUNUNG ANYAR UPN,Gunung anyar UPN,PPP Number : OXMGH-00000620,"IDR 930,000,000"
1032,RUMAH CIAMIK FULL FURNISH SURABAYA BARAT,Alam Galaxy Surabaya,PPP Number : OXMGH-00000618,"IDR 990,000,000"
1033,PROPERTY RUMAH CANTIK BARU GRESS MURAH D...,BARUK TIMUR,PPP Number : OXMTP-00007400,"IDR 1,200,000,000"
1034,RUMAH BARU GRESS MURAH CIAMIKK 2LANTAI L...,BARUK TIMUR,PPP Number : OXMTP-00007395,"IDR 1,200,000,000"
1035,RUMAH CANTIK NEW GRESS DI WISKAI BARUK T...,BARUK TIMUR,PPP Number : OXMTP-00007392,"IDR 1,200,000,000"
1036,DIJUAL RUMAH BARU GRESS NORTH WEST LAKE ...,North west lake,PPP Number : OXMDI-00001670,"IDR 1,150,000,000"
1037,"BUKIT PALMA BARU GRESS, DESIGN MASA KINI",BUKIT PALMA,PPP Number : OXMTP-00007388,"IDR 1,500,000,000"
1038,JUAL RUMAH DI RUNGKUT ASRI TENGAH,Rungkut Asri Tengah,PPP Number : OXMNC-00001925,"IDR 1,400,000,000"
1039,RUMAH MURAH DAERAH MEDOKAN AYU,Tambak Medok,PPP Number : OXMGH-00000617,"IDR 500,000,000"
1040,PROPERTY RUMAH GUNUNGANYAR MURAH DI PERU...,GUNUNGANYAR,PPP Number : OXMTP-00007381,"IDR 1,250,000,000"
1041,PROPERTY RUMAH NEW MODERN DESIGN MINIMAL...,CITRALAND,PPP Number : OXMTP-00007380,"IDR 1,500,000,000"
1042,RUMAH BUKIT PALMA BARU GRESS NEW MODERN ...,CITRALAND,PPP Number : OXMTP-00007379,"IDR 1,500,000,000"
1043,RUMAH MURAH DI PERUM NEW SYANDANA GUNUNG...,GUNUNGANYAR,PPP Number : OXMTP-00007378,"IDR 1,250,000,000"
1044,RUMAH DI PERUM NEW SYANDANA GUNUNGANYAR ...,GUNUNGANYAR,PPP Number : OXMTP-00007373,"IDR 1,250,000,000"
1045,RUMAH BUKIT PALMA CITRALAND NEW MODERN D...,CITRALAND,PPP Number : OXMTP-00007372,"IDR 1,500,000,000"
1046,JUAL RUMAH ON PROGRES ROYAL PAKA. DEKAT ...,royal paka. Dekat upn rungkut,PPP Number : OXMTP-00007348,"IDR 895,000,000"
1047,PROPERTY RUMAH CANTIK MINIMALIS NEW GRES...,KARANG ASEM,PPP Number : OXMTP-00007339,"IDR 1,200,000,000"
1048,PROPERTY RUMAH KARANG ASEM BARU GRESS (C...,KARANG ASEM,PPP Number : OXMTP-00007338,"IDR 1,100,000,000"
1049,RUMAH CANTIK MINIMALIS NEW GRESS DI KARA...,KARANG ASEM,PPP Number : OXMTP-00007331,"IDR 1,100,000,000"
1050,RUMAH CANTIK NEW GRESS LOKASI KARANG ASE...,KARANG ASEM,PPP Number : OXMTP-00007330,"IDR 1,200,000,000"
1051,RUMAH CANTIK KARANG ASEM 2LANTAI BARU GR...,KARANG ASEM,PPP Number : OXMTP-00007329,"IDR 1,200,000,000"
1052,RUMAH NEW GRESS KARANG ASEM 2LANTAI (CA ...,KARANG ASEM,PPP Number : OXMTP-00007328,"IDR 1,100,000,000"
1053,RUMAH BARU 2 LT SELANGKAH KE MERR,Rungkut Harapan,PPP Number : OXMGH-00000614,"IDR 1,475,000,000"
1054,"GRESS RMH MEDOKAN SAWAH DKT UPN, TOL TAM...",MEDOKAN TAMBAK,PPP Number : OXMTS-00000913,"IDR 895,000,000"
1055,RUMAH MURAH 700 AN DAERAH RUNGKUT,Medayu Utara,PPP Number : OXMGH-00000609,"IDR 725,000,000"
1056,RUMAH STRATEGIS RUNGKUT ASRI DEKAT MCD D...,Rungkut asri,PPP Number : OXMEC-00002615,"IDR 1,400,000,000"
1057,DIJUAL RUMAH PONDOK NIRWANA HUNIAN NYAMA...,Pondok Nirwana,PPP Number : OXMCI-00002786,"IDR 1,500,000,000"
1058,RUMAH SUKOLILO DIAN REGENCY 2 FURNISH MU...,SUKOLILO DIAN REGENCY 2,PPP Number : OXMTP-00007311,"IDR 1,200,000,000"
1059,RUMAH RUNGKUT MAPAN MINIMALIS BARU RENOV...,RUNGKUT MAPAN,PPP Number : OXMTP-00007308,"IDR 1,500,000,000"
1060,DIJUAL RUNGKUT MAPAN MURAH BARU RENOV,Rungkut Mapan,PPP Number : OXMTP-00007307,"IDR 1,500,000,000"
1061,PROPERTY RUMAH MINIMALIS RUNGKUT MAPAN 2...,RUNGKUT MAPAN,PPP Number : OXMTP-00007306,"IDR 1,500,000,000"
1062,MURAH!! PROPERTY RUMAH SUKOLILO DIAN REG...,SUKOLILO DIAN REGENCY 2,PPP Number : OXMTP-00007303,"IDR 1,200,000,000"
1063,RUMAH MINIMALIS MURAH FULL FURNISH DI SU...,SUKOLILO DIAN REGENCY 2,PPP Number : OXMTP-00007297,"IDR 1,200,000,000"
1064,RUMAH RUNGKUT MAPAN BARU RENOV LOKASI ST...,RUNGKUT MAPAN,PPP Number : OXMTP-00007295,"IDR 1,500,000,000"
1065,JUAL RUMAH DI GAYUNGAN DEKET FRONTAGE A....,Jln. Gayungan gg 8,PPP Number : OXMDI-00001650,"IDR 1,200,000,000"
1066,SUTOREJO TIMUR,Sutorejo Timur,PPP Number : OXMDP-00000323,"IDR 1,500,000,000"
1067,RUMAH SUTOREJO,Sutorejo Timur,PPP Number : OXMDP-00000322,"IDR 1,500,000,000"
1068,DIJUAL RUMAH MEDAYU SENTOSA SURABAYA TIM...,Medayu Sentosa Surabaya Timur,PPP Number : OXMEC-00002608,"IDR 800,000,000"
1069,JUAL RUMAH DI LEBAK ARUM,Lebak Arum,PPP Number : OXMNC-00001897,"IDR 1,350,000,000"
1070,RUMAH GRIYA ASRI SURABAYA MURAH (VIN.A11...,Griya Asri,PPP Number : OXMTG-00001710,"IDR 1,500,000,000"
1071,"RUMAH DI SURABAYA BARAT HARGA 1 M AN, DI...",Simpang Darmo Permai Selatan,PPP Number : FSXMDP-00000319,"IDR 1,275,000,000"
1072,RUMAH SUTOREJO TIMUR SURABAYA MURAH (VIN...,Sutorejo Timur IV,PPP Number : OXMTG-00001707,"IDR 1,350,000,000"
1073,RUMAH SUTOREJO TIMUR SURABAYA MURAH (VIN...,Sutorejo Timur IV,PPP Number : OXMTG-00001706,"IDR 1,350,000,000"
1074,RUMAH KEDINDING TENGAH SURABAYA MURAH (V...,Kedinding Tengah Sekolahan,PPP Number : OXMTG-00001701,"IDR 700,000,000"
1075,RUMAH SUTOREJO TIMUR SURABAYA MURAH (VIN...,Sutorejo Timur IV,PPP Number : OXMTG-00001693,"IDR 1,350,000,000"
1076,RUMAH EVEGREEN SURABAYA MURAH (VIN.A050),Evegreen,PPP Number : OXMTG-00001689,"IDR 1,200,000,000"
1077,"SURABAYA TIMUR, BARU GRESS 600 JT AN... ...",graha gunung anyar tambak barat,PPP Number : OXMPN-00000224,"IDR 675,000,000"
1078,RUMAH WONOREJO SELATAN SURABAYA MURAH (V...,Wonorejo Selatan,PPP Number : OXMTG-00001687,"IDR 1,300,000,000"
1079,PROPERTY RUMAH MINIMALIS GREEN HILL CITR...,CITRALAND,PPP Number : OXMTP-00007264,"IDR 1,400,000,000"
1080,PROPERTY MURAH 1M AN RUMAH RUNGKUT BARU ...,RUNGKUT,PPP Number : OXMTP-00007263,"IDR 1,200,000,000"
1081,PROPERTY RUMAH HOOK 1M AN MURAH BARU GRE...,RUNGKUT,PPP Number : OXMTP-00007262,"IDR 1,250,000,000"
1082,RUMAH RUNGKUT MINIMALIS BARU GRESS MURAH...,RUNGKUT,PPP Number : OXMTP-00007261,"IDR 1,250,000,000"
1083,1M-AN!! RUMAH MINIMALIS RUNGKUT BARU GRE...,RUNGKUT,PPP Number : OXMTP-00007260,"IDR 1,200,000,000"
1084,RUMAH GREEN HILL CITRALAND MINIMALIS MUR...,CITRALAND,PPP Number : OXMTP-00007259,"IDR 1,400,000,000"
1085,RUMAH MINIMALIS CITRALAND CLUSTER GREEN ...,CITRALAND,PPP Number : OXMTP-00007254,"IDR 1,400,000,000"
1086,RUMAH RUNGKUT 1M-AN MURAH MINIMALIS HOOK...,RUNGKUT,PPP Number : OXMTP-00007253,"IDR 1,250,000,000"
1087,TERMURAH RUMAH 1M-AN BARU GRESS DI RUNGK...,RUNGKUT,PPP Number : FSXMTP-00007252,"IDR 1,200,000,000"
1088,DIJUAL MURAH GREENLAKE NATURAL LIVING HA...,Greenlake Natural Living,PPP Number : OXMGH-00000577,"IDR 1,100,000,000"
1089,DIJUAL RUMAH GRAND PAKUWON ADELAIDE,Grand Pakuwon Adelaide,PPP Number : OXMGH-00000575,"IDR 1,350,000,000"
1090,RUMAH TAMBAK ADI SURABAYA MURAH (VIN.A04...,Tambak Adi,PPP Number : OXMTG-00001675,"IDR 925,000,000"
1091,DIJUAL RUMAH BU DI GRIYA BENOWO INDAH 2,Griya Benowo Indah 2,PPP Number : OXMDR-00000903,"IDR 850,000,000"
1092,RUMAH TAMBAK BENING SURABAYA MURAH (VIN....,Tambak Bening,PPP Number : OXMTG-00001660,"IDR 850,000,000"
1093,DIJUAL RUMAH CILAND ALAM HIJAU TERAWAT S...,Alam Hijau,PPP Number : OXMCI-00002757,"IDR 1,200,000,000"
1094,DIJUAL RUMAH SURABAYA BARAT CITRALAND NO...,Citraland Northwest Park Blok ND2,PPP Number : OXMMJ-00002644,"IDR 1,500,000,000"
1095,DIJUAL CEPAT RUMAH GREEN LAKE NATURAL LI...,wonorejo baru timur,PPP Number : OXMTP-00007172,"IDR 650,000,000"
1096,DIJUAL CEPAT GREEN LAKE NATURAL LIVING,wonorejo - rungkut,PPP Number : OXMTP-00007171,"IDR 800,000,000"
1097,PROPERTY RUMAH MURAH TERAWAT LOKASI PERU...,Koala Regency,PPP Number : OXMTP-00007162,"IDR 1,000,000,000"
1098,RUMAH MURAH!! TERAWAT DI LEBAK TIMUR 1.5...,Lebak Timur,PPP Number : OXMTP-00007160,"IDR 985,000,000"
1099,RUMAH DI PERUM KOALA REGENCY TERAWAT MUR...,Koala Regency,PPP Number : OXMTP-00007153,"IDR 1,000,000,000"
1100,RUMAH KOALA REGENCY,Koala Regency,PPP Number : OXMTP-00007144,"IDR 1,000,000,000"
1101,RUMAH KUTISARI SELATAN MURAH (CA 2.828),Kutisari Selatan,PPP Number : OXMTP-00007139,"IDR 1,400,000,000"
1102,PROPERTY RUMAH MURAH 1.5LANTAI LOKASI KU...,Kutisari Selatan,PPP Number : OXMTP-00007134,"IDR 1,400,000,000"
1103,RUMAH KUTISARI SELATAN MURAH TERAWAT LOK...,Kutisari Selatan,PPP Number : OXMTP-00007129,"IDR 1,400,000,000"
1104,RUMAH MURAH 1M AN WONORUNGKUT UTARA,Wonorungkut Utara VI,PPP Number : OXMTE-00001001,"IDR 1,300,000,000"
1105,RUMAH BAGUS HUNIAN NYAMAN,Sidotopo Wetan Mulia,PPP Number : OXMPN-00000221,"IDR 1,200,000,000"
1106,DIJUAL / SEWA RUMAH MEDOKAN AYU SURABAYA,medokan ayu,PPP Number : OXMHV-00000483,"IDR 650,000,000"
1107,JARANG ADA!! YKP PANDUGO,Pandugo YKP,PPP Number : OXMGH-00000561,"IDR 1,400,000,000"
1108,DIJUAL RUMAH HITUNG TANAH DI KAPASARI  S...,kapasari,PPP Number : OXMMJ-00002618,"IDR 550,000,000"
1109,(BEN75) DIJUAL RUMAH DI PERUMAHAN PONDOK...,WIYUNG,PPP Number : OXMTP-00007109,"IDR 1,450,000,000"
1110,RUMAH MEDOKAN SAWAH SUPER GRESS BAGUS TE...,Medokan sawah,PPP Number : OXMTP-00007103,"IDR 895,000,000"
1111,PROPERTY RUMAH TERAWAT SUPER GRESS DI ME...,Medokan sawah,PPP Number : OXMTP-00007102,"IDR 895,000,000"
1112,RUMAH MINIMALIS GRESS TERAWAT MEDOKAN SA...,Medokan sawah,PPP Number : OXMTP-00007096,"IDR 895,000,000"
1113,DIJUAL CEPAT GREEN LAKE NATURAL LIVING,wonorejo baru timur,PPP Number : OXMTP-00007091,"IDR 850,000,000"
1114,RUMAH MINIMALIS 2 LANTAI LEBAK INDAH TOW...,Lebak Indah Townhouse,PPP Number : OXMVR-00001292,"IDR 1,400,000,000"
1115,JUAL RUMAH DI PANTAI MENTARI,Pantai Mentari,PPP Number : OXMNC-00001851,"IDR 950,000,000"
1116,JUAL RUMAH DI PANTAI MENTARI,Pantai Mentari,PPP Number : OXMNC-00001850,"IDR 720,000,000"
1117,RUMAH CANTIK TERAWAT CLUSTER BOUGENVIL P...,Pondok maritim indah,PPP Number : OXMTP-00007082,"IDR 1,450,000,000"
1118,PROPERTY RUMAH DI PERUM PONDOK MARITIM I...,Pondok maritim indah,PPP Number : OXMTP-00007074,"IDR 1,450,000,000"
1119,RUMAH BAGUS TERAWAT DI PERUM PONDOK MARI...,Pondok maritim indah,PPP Number : OXMTP-00007073,"IDR 1,450,000,000"
1120,DIJUAL MEDOKAN SAWAH ZUPERRRR GRESSS,MEDOKAN SAWAH,PPP Number : OXMTP-00007066,"IDR 895,000,000"
1121,DIJUAL RUMAH NORTH WEST LAKE 2 LANTAI CI...,North West Lake,PPP Number : OXMCI-00002743,"IDR 950,000,000"
1122,JUAL RUMAH BARU LEBAK ARUM STRATEGIS,lebak arum 2,PPP Number : OXMHV-00000469,"IDR 1,500,000,000"
1123,DIJUAL RUMAH LEBAK TIMUR DEKAT KENJERAN,Lebak Timur,PPP Number : OXMEC-00002558,"IDR 1,050,000,000"
1124,DIJUAL CEPAT RUMAH PENJARINGAN SARI PAND...,Penjaringan Sari Pandugo,PPP Number : OXMEC-00002556,"IDR 1,100,000,000"
1125,DIJUAL RUMAH SIAP HUNI DARMO PERMAI UTAR...,Darmo Permai Utara,PPP Number : OXMEC-00002548,"IDR 1,450,000,000"
1126,KUTISARI UTARA,KUTISARI UTARA,PPP Number : OXMTS-00000874,"IDR 1,350,000,000"
1127,RMH BARU 2 LANTAI KUTISARI UTARA,KUTISARI UTARA,PPP Number : OXMTS-00000872,"IDR 875,000,000"
1128,RMH KOST KUTISARI UTARA,KUTISARI UTARA,PPP Number : OXMTS-00000871,"IDR 925,000,000"
1129,JUAL RUMAH CITRALAND CITRA HARMONI,CITRALAND CITRA HARMONI CLUSTER STAMFORD,PPP Number : FSXMTJ-00000390,"IDR 900,000,000"
1130,RUMAH BARU GRESS WONOREJO SELATAN RUNGKU...,Wonorejo Selatan,PPP Number : OXMTP-00006998,"IDR 850,000,000"
1131,PROPERTY RUMAH BARU GRESS WONOREJO SELAT...,Wonorejo Selatan,PPP Number : OXMTP-00006995,"IDR 850,000,000"
1132,RUMAH WONOREJO SELATAN BARU GRESS MURAH ...,Wonorejo Selatan,PPP Number : OXMTP-00006988,"IDR 850,000,000"
1133,DI JUAL RUMAH SIAP HUNI SAMBIKEREP,Lontar Kec Sambikerep Surabaya,PPP Number : OXMDO-00000493,"IDR 990,000,000"
1134,DIJUAL RUMAH GRESS MANSION NINE LAKARSAN...,Mansion Nine,PPP Number : OXMMJ-00002575,"IDR 850,000,000"
1135,RUMAH DI CITRALAND BUKIT PALMA MURAH 9CA...,Citraland,PPP Number : OXMTP-00006972,"IDR 1,200,000,000"
1136,RUMAH DI PANDUGO RUNGKUT 2LANTAI MURAH (...,Pandugo,PPP Number : OXMTP-00006969,"IDR 1,100,000,000"
1137,PROPERTY RUMAH MURAH DI PANDUGO RUNGKUT ...,Pandugo,PPP Number : OXMTP-00006968,"IDR 1,100,000,000"
1138,PROPERTY RUMAH MURAH BUKIT PALMA CITRALA...,Citraland,PPP Number : OXMTP-00006965,"IDR 1,200,000,000"
1139,RUMAH BUKIT PALMA CITRALAND MURAH BAGUS ...,Citraland,PPP Number : OXMTP-00006962,"IDR 1,200,000,000"
1140,RUMAH PANDUGO TERAWAT 2LANTAI MURAH ONE ...,Pandugo,PPP Number : OXMTP-00006959,"IDR 1,100,000,000"
1141,DIJUAL RUMAH SIAP HUNI KLAMPIS SEMOLOWAR...,Klampis Semolowaru Kec Sukolilo Surabaya,PPP Number : OXMDO-00000491,"IDR 1,225,000,000"
1142,DIJUAL RUMAH SIAP HUNI DI GRIYA ASRI PAK...,griya asri pakuwon city,PPP Number : OXMDP-00000303,"IDR 1,200,000,000"
1143,JUAL RUMAH BARU,GUNUNG ANYAR TAMBAK,PPP Number : FSXMTS-00000853,"IDR 575,000,000"
1144,DIJUAL CEPAT RUMAH GRIYA PESONA ASRI - M...,Griya Pesona Asri - Medokan Ayu,PPP Number : OXMEC-00002529,"IDR 975,000,000"
1145,RUMAH NORTHWEST PARK CITRALAND SURABAYA ...,Northwest Park,PPP Number : OXMDR-00000846,"IDR 1,400,000,000"
1146,DIJUAL ON PROGRESS RUMAH 2 LANTAI DI RUN...,Rungkut Asri Timur,PPP Number : OXMEC-00002516,"IDR 1,195,000,000"
1147,DIJUAL CEPAT RUMAH LEBAK INDAH TOWNHOUSE,Lebak Indah,PPP Number : OXMEC-00002510,"IDR 1,400,000,000"
1148,DIJUAL RUMAH 2 LANTAI MINIMALIS DI PANTA...,Pantai Mentari Kenjeran,PPP Number : OXMEC-00002503,"IDR 1,500,000,000"
1149,"RUMAH KOST BARU, SUDAH AKTIF LOKASI BOGA...","Dr Raya Mastrip,",PPP Number : OXMEC-00002501,"IDR 1,050,000,000"
